"/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative/div.image-inner.position-relative.overflow-hidden/a.d-block href","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative/div.image-inner.position-relative.overflow-hidden/a.d-block/image-srcset.res-image/img.lazyShow.res-img-loaded src","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative/div.image-inner.position-relative.overflow-hidden/a.d-block/image-srcset.res-image/img.hongo-alternate-image.lazyShow.res-img-loaded src","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative/span._lably_item_.i050Ueov7tjbMfBINBmA._1lNtkHrgNKR24Hf9FPPO/div/div.LSr5ZWFCe7hSu3PeNqfQ/div.CovQuwYcHDGd3wEUk0gD/div.LRGbrZL8kxtEJHDI5e7w.DsrLWJ1nq50fgWnGQeUw.PyFIL5YgdvMFUqpp_h4d/span.BKvDE5E0dXHrlJJ1F5vw.OGTb23_HABI5V4s9tLEL","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/a.product-title.alt-font","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/a.product-title.alt-font href","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/div.price-box.justify-content-center.alt-font/div.price-wrapper/div.price__pix/span.price-item.price-item--regular","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/div.price-box.justify-content-center.alt-font/div.price-wrapper/div.price__pix/small.pix-label"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/gerador-de-energia-solar-hibrido-500kwh-mes-3-72kwp-sunova-620w-saj-5kw-220v-dyness-5-12kwh-site","https://www.meugerador.com.br/cdn/shop/files/KITENERGIASOLARHIBRIDOSAJH2PAINELSUNOVA620WBLACK_f73a004b-1dd8-4bcb-a85a-4b5487ea5e7e.png?v=1760017148&width=535","https://www.meugerador.com.br/cdn/shop/files/INVERSOR_SOLAR_HIBRIDO_7_5KW_SAJ_FRONTAL_3.png?v=1760016990&width=535","Pré Venda 30/10","Kit Energia Solar Híbrido 500kWh Mês 3,72kWp 6 Painel Sunova 620W Inversor Saj 5kW 220V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/gerador-de-energia-solar-hibrido-500kwh-mes-3-72kwp-sunova-620w-saj-5kw-220v-dyness-5-12kwh-site","R$ 17.098,23","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-450kwh-mes-3-66kwp-6-painel-sunova-610w-inversor-deye-5kw-110-220v-2mppt","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W.png?v=1756485991&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211.png?v=1753443810&width=535","","Kit Energia Solar Híbrido 450kWh Mês 3,66kWp 6 Painel Sunova 610W Inversor Deye 5kW 110/220V 2MPPT","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-450kwh-mes-3-66kwp-6-painel-sunova-610w-inversor-deye-5kw-110-220v-2mppt","R$ 18.221,42","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-550kwh-mes-4-27kwp-7-painel-sunova-610w-inversor-deye-5kw-110-220v-2mppt","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W.png?v=1756485991&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211_19997f8b-28d3-40b4-8eb7-0de0c35d4dc4.png?v=1753443709&width=535","","Kit Energia Solar Híbrido 550kWh Mês 4,27kWp 7 Painel Sunova 610W Inversor Deye 5kW 110/220V 2MPPT","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-550kwh-mes-4-27kwp-7-painel-sunova-610w-inversor-deye-5kw-110-220v-2mppt","R$ 18.803,87","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-600kwh-mes-4-88kwp-8-painel-sunova-610w-inversor-deye-5kw-110-220v-2mppt","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W.png?v=1756485991&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211_2f56aa8a-5ef2-455c-a1d1-eee99d3920c0.png?v=1753443616&width=535","","Kit Energia Solar Híbrido 600kWh Mês 4,88kWp 8 Painel Sunova 610W Inversor Deye 5kW 110/220V 2MPPT","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-600kwh-mes-4-88kwp-8-painel-sunova-610w-inversor-deye-5kw-110-220v-2mppt","R$ 19.386,31","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-700kwh-mes-5-49kwp-9-painel-sunova-610w-inversor-deye-5kw-110-220v-2mppt","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W.png?v=1756485991&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211_2fdd92f6-0f6e-4aa9-a08c-47086e321b57.png?v=1753443457&width=535","","Kit Energia Solar Híbrido 700kWh Mês 5,49kWp 9 Painel Sunova 610W Inversor Deye 5kW 110/220V 2MPPT","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-700kwh-mes-5-49kwp-9-painel-sunova-610w-inversor-deye-5kw-110-220v-2mppt","R$ 19.982,28","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/gerador-de-energia-solar-hibrido-950kwh-mes-7-32kwp-sunova-610w-deye-8kw-220v-2mppt-site","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W.png?v=1756485991&width=535","https://www.meugerador.com.br/cdn/shop/files/INVERSOR_HIBRIDO_DEYE_SUN8K-SG05LP1-EU_FRONTAL.webp?v=1760374288&width=535","","Kit Energia Solar Híbrido 950kWh mês 12 Painel Sunova 610W Full Black Inversor Deye 8kw 220V 2MPPT","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/gerador-de-energia-solar-hibrido-950kwh-mes-7-32kwp-sunova-610w-deye-8kw-220v-2mppt-site","R$ 20.331,06","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-800kwh-mes-6-10kwp-10-painel-sunova-610w-inversor-deye-5kw-110-220v-2mppt","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W.png?v=1756485991&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211_bc3044bd-5ca7-4229-bfa2-6767187501b9.png?v=1753443384&width=535","","Kit Energia Solar Híbrido 800kWh Mês 6,10kWp 10 Painel Sunova 610W Inversor Deye 5kW 110/220V 2MPPT","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-800kwh-mes-6-10kwp-10-painel-sunova-610w-inversor-deye-5kw-110-220v-2mppt","R$ 20.564,73","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-850kwh-mes-6-71kwp-11-painel-sunova-610w-inversor-deye-5kw-110-220v-2mppt","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W.png?v=1756485991&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211_209fb43f-0075-4918-aefe-7eb92fbdc92c.png?v=1753443194&width=535","","Kit Energia Solar Híbrido 850kWh Mês 6,71kWp 11 Painel Sunova 610W Inversor Deye 5kW 110/220V 2MPPT","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-850kwh-mes-6-71kwp-11-painel-sunova-610w-inversor-deye-5kw-110-220v-2mppt","R$ 21.147,18","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1100kwh-mes-8-54kwp-14-painel-sunova-610w-full-black-inversor-deye-8kw-220v-2mppt","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W.png?v=1756485991&width=535","https://www.meugerador.com.br/cdn/shop/files/INVERSOR_HIBRIDO_DEYE_SUN8K-SG05LP1-EU_FRONTAL.webp?v=1760374288&width=535","","Kit Energia Solar Híbrido 1100kWh mês 8,54kWp 14 Painel Sunova 610W Full Black Inversor Deye 8KW 220V 2MPPT","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1100kwh-mes-8-54kwp-14-painel-sunova-610w-full-black-inversor-deye-8kw-220v-2mppt","R$ 21.495,94","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1200kwh-mes-9-15kwp-15-painel-sunova-610w-inversor-deye-8kw-220v-2mppt","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W.png?v=1756485991&width=535","https://www.meugerador.com.br/cdn/shop/files/INVERSOR_HIBRIDO_DEYE_SUN8K-SG05LP1-EU_FRONTAL.webp?v=1760374288&width=535","","Kit Energia Solar Híbrido 1200kWh Mês 9,15KWP 15 Painel Sunova 610W Inversor Deye 8KW 220V 2MPPT","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1200kwh-mes-9-15kwp-15-painel-sunova-610w-inversor-deye-8kw-220v-2mppt","R$ 22.078,38","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1300kwh-mes-9-76kwp-16-painel-sunova-610w-inversor-deye-8kw-220v-2mppt","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W.png?v=1756485991&width=535","https://www.meugerador.com.br/cdn/shop/files/INVERSOR_HIBRIDO_DEYE_SUN-5K-SG03LP1-EU_FRONTAL.webp?v=1756485915&width=535","","Kit Energia Solar Híbrido 1300kWh mês 9,76kWp 16 Painel Sunova 610W Inversor Deye 8KW 220V 2MPPT","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1300kwh-mes-9-76kwp-16-painel-sunova-610w-inversor-deye-8kw-220v-2mppt","R$ 22.660,83","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1400kwh-mes-10-37kwp-17-painel-sunova-610w-inversor-deye-8kw-220v-2mppt","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W.png?v=1756485991&width=535","https://www.meugerador.com.br/cdn/shop/files/INVERSOR_HIBRIDO_DEYE_SUN8K-SG05LP1-EU_FRONTAL.webp?v=1760374288&width=535","","Kit Energia Solar Híbrido 1400kWh Mês 10,37kWp 17 Painel Sunova 610W Inversor Deye 8KW 220V 2MPPT","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1400kwh-mes-10-37kwp-17-painel-sunova-610w-inversor-deye-8kw-220v-2mppt","R$ 23.243,27","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-500kwh-mes-3-72kwp-6-painel-sunova-620w-inversor-deye-5kw-110-220v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/Kit_Energia_Solar_Ongrid_Painel_Sunova_620W_black_Inversor_Hibrido_Deye_Bateria_Dyness.png?v=1760386173&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211_a64a4b82-d77c-497d-b9ff-d2e82eedb7dc.png?v=1760125431&width=535","","Kit Energia Solar Híbrido 500kWh Mês 3,72kWp 6 Painel Sunova 620W Inversor Deye 5kW 110/220V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-500kwh-mes-3-72kwp-6-painel-sunova-620w-inversor-deye-5kw-110-220v-bateria-dyness-5-12kwh","R$ 24.275,55","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-550kwh-mes-4-34kwp-7-painel-sunova-620w-inversor-deye-5kw-110-220v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/Kit_Energia_Solar_Ongrid_Painel_Sunova_620W_black_Inversor_Hibrido_Deye_Bateria_Dyness.png?v=1760386173&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211_fef4ef14-c88e-482d-ba61-8937c3604b84.png?v=1760126988&width=535","","Kit Energia Solar Híbrido 550kWh Mês 4,34kWp 7 Painel Sunova 620W Inversor Deye 5kW 110/220V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-550kwh-mes-4-34kwp-7-painel-sunova-620w-inversor-deye-5kw-110-220v-bateria-dyness-5-12kwh","R$ 24.858,00","À vista no PIX com 15% OFF"
