avg_price,distributors_count,id_Fortlev,id_Fotus,id_Neosolar,inverter_manufacturer,max_price,min_price,panel_manufacturer,panel_power_w,price_Fortlev,price_Fotus,price_Neosolar,price_diff,price_diff_pct,system_kwp
22256.833333333332,3,fortlev_kit_209,,,,22514.61,22052.27,,,22514.61,,,462.34000000000015,2.0965642085826093,11.5
12188.7425,4,fortlev_kit_123,,,,12296.78,12049.58,BYD,530,12296.78,,,247.20000000000073,2.0515237875511074,7.42
9948.09,2,fortlev_kit_102,,,,10038.74,9857.44,Risen,700,10038.74,,,181.29999999999927,1.8392199191676464,7.0
14521.375,4,fortlev_kit_152,,,,14629.41,14382.22,,,14629.41,,,247.1900000000005,1.7187193632137494,7.47
4129.959999999999,10,,,NEO-23932,,4162.98,4096.94,,160,,,0,66.03999999999996,1.611934761065575,0.48
9898.0125,4,fortlev_kit_100,,,,9998.19,9841.25,,,9998.19,,,156.9400000000005,1.594716118379276,8.54
10435.58,4,fortlev_kit_109,,,,10535.76,10378.82,Longi,585,10535.76,,,156.9400000000005,1.512117947897743,8.78
10738.5325,4,fortlev_kit_114,,,,10838.71,10681.77,Longi,630,10838.71,,,156.9399999999987,1.4692321590897266,8.82
13699.86,4,fortlev_kit_139,,,,13800.04,13643.1,BYD,530,13800.04,,,156.9400000000005,1.1503250727474,8.48
2692.7799999999997,2,,FOTUS-KP04-kits-hibridos,,,2706.07,2679.49,,600,,2706.07,,26.580000000000382,0.9919798170547522,1.2
31669.137499999997,4,,,NEO-26669,,31900.73,31591.94,,620,,,31591.94,308.7900000000009,0.9774328515437827,8.06
3109.9049999999997,2,,,NEO-23706,,3124.74,3095.07,,400,,,3124.74,29.669999999999618,0.9586212912793447,160.0
16500.7575,4,fortlev_kit_171,,,,16600.94,16444.0,,,16600.94,,,156.9399999999987,0.9543906592069976,8.63
5325.625,2,fortlev_kit_016,,,Growatt,5347.17,5304.08,Longi,630,5347.17,,,43.090000000000146,0.8123934782280838,3.78
5504.835,2,fortlev_kit_023,,,Growatt,5526.38,5483.29,Longi,585,5526.38,,,43.090000000000146,0.7858420765635257,4.09
6696.345,2,fortlev_kit_049,,,Growatt,6717.89,6674.8,BYD,530,6717.89,,,43.090000000000146,0.6455624138550989,3.71
8335.25,2,fortlev_kit_072,,,Growatt,8356.79,8313.71,,,8356.79,,,43.080000000001746,0.5181802107603194,4.03
11537.34,2,fortlev_kit_116,,,,11560.69,11513.99,Risen,700,11560.69,,,46.70000000000073,0.4055935431592413,8.4
,21,,,NEO-22684,,,,,460,,,0,,,1.38
,19,,,NEO-22671,,,,,330,,,0,,,0.33
,11,,,NEO-22689,,,,,580,,,0,,,2.32
,22,,,NEO-22676,,,,,580,,,0,,,1.16
,9,,,NEO-22663,,,,,580,,,0,,,0.58
6147.89,5,,,NEO-25054,,6147.89,6147.89,,435,,,0,0.0,0.0,0.87
