sku,category,manufacturer,power_w,capacity_kwh,price_brl,list_price_brl,cost_price_brl,supplier,source,confidence,image_url
"GOODWEGW10KBTIMAGE","inversores","GOODWE",10000,,9450,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/GOODWE-GW10K-BT_image.webp"
"GOODWEGW10KMSG40AFCICRSDIMAGEPRODUCT600398","inversores","GOODWE",10000,,9450,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/GOODWE-GW10K-MS-G40 - AFCI C- RSD_IMAGE_PRODUCT_600398.png"
"GOODWEGW10KMSG40AFCIIMAGEPRODUCT600463","inversores","GOODWE",10000,,9450,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/GOODWE-GW10K-MS-G40 - AFCI_IMAGE_PRODUCT_600463.png"
"ODEXODEXINVCHINT8000W","inversores","",8000,,8900,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-CHINT-8000W.jpg"
"ODEXODEXINVSOLAX8000W","inversores","",8000,,8900,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-SOLAX-8000W.jpg"
"ODEXODEXINVSAJ10000W","inversores","SAJ",10000,,8610,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-SAJ-10000W.jpg"
"DEYESUN8KGIMAGE","inversores","DEYE",8000,,7565,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/DEYE-SUN-8K-G_image.jpg"
"ODEXODEXINVDEYE8000W","inversores","DEYE",8000,,7565,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-DEYE-8000W.jpg"
"ODEXODEXINVSAJ8000W","inversores","SAJ",8000,,7298,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-SAJ-8000W.jpg"
"ODEXODEXINVCHINT5000W","inversores","",5000,,6500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-CHINT-5000W.jpg"
"ODEXODEXINVSOLAX5000W","inversores","",5000,,6500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-SOLAX-5000W.jpg"
"ODEXODEXINVSOFAR6000W","inversores","SOFAR",6000,,6351,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-SOFAR-6000W.jpg"
"ODEXODEXINVDEYE6000W","inversores","DEYE",6000,,6205,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-DEYE-6000W.jpg"
"ODEXODEXINVSAJ6000W","inversores","SAJ",6000,,5986,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-SAJ-6000W.jpg"
"ODEXODEXINVSOFAR5000W","inversores","SOFAR",5000,,5655,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-SOFAR-5000W.jpg"
"SOFAR5KTLMG3AFCIIMAGEPRODUCT600369","inversores","SOFAR",5000,,5655,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/SOFAR-5KTLM-G3 - AFCI_IMAGE_PRODUCT_600369.png"
"DEYESUN5KGIMAGE","inversores","DEYE",5000,,5525,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/DEYE-SUN-5K-G_image.webp"
"ODEXODEXINVDEYE5000W","inversores","DEYE",5000,,5525,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-DEYE-5000W.jpg"
"ODEXODEXINVSAJ5000W","inversores","SAJ",5000,,5330,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-SAJ-5000W.jpg"
"ODEXODEXINVCHINT3000W","inversores","",3000,,4900,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-CHINT-3000W.jpg"
"ODEXODEXINVSAJ4200W","inversores","SAJ",4200,,4805.2,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-SAJ-4200W.jpg"
"IMAGEPRODUCT000607","baterias","",,,4500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/baterias/IMAGE_PRODUCT_000607.jpg"
"IMAGEPRODUCT000612","baterias","",,,4500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/baterias/IMAGE_PRODUCT_000612.jpg"
"IMAGEPRODUCT850004","baterias","",,,4500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/baterias/IMAGE_PRODUCT_850004.png"
"ODEXODEXINVSOFAR3300W","inversores","SOFAR",3300,,4471.8,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-SOFAR-3300W.jpg"
"ODEXODEXINVSAJ3000W","inversores","SAJ",3000,,4018,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-SAJ-3000W.jpg"
"ODEXODEXINVDEYE2400W","inversores","DEYE",2400,,3757,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-DEYE-2400W.jpg"
"ODEXODEXPAINELODEX700W","inversores","",700,,3060,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-PAINEL-ODEX-700W.jpg"
"ODEXODEXPAINELODEX660W","inversores","",660,,3028,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-PAINEL-ODEX-660W.jpg"
"ODEXODEXPAINELJINKO615W","inversores","JINKO",615,,2992,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-PAINEL-JINKO-615W.jpg"
"ODEXODEXPAINELJINKO610W","inversores","JINKO",610,,2988,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-PAINEL-JINKO-610W.jpg"
"ODEXODEXPAINELODEX610W","inversores","",610,,2988,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-PAINEL-ODEX-610W.jpg"
"ODEXODEXPAINELASTRONERGY600W","inversores","",600,,2980,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-PAINEL-ASTRONERGY-600W.jpg"
"ODEXODEXPAINELODEX600W","inversores","",600,,2980,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-PAINEL-ODEX-600W.jpg"
"ODEXODEXPAINELODEX585W","inversores","",585,,2968,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-PAINEL-ODEX-585W.jpg"
"ODEXODEXPAINELTSUN560W","inversores","",560,,2948,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-PAINEL-TSUN-560W.jpg"
"ODEXODEXINVDEYE1200W","inversores","DEYE",1200,,2941,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-DEYE-1200W.jpg"
"ODEXODEXINVDEYE800W","inversores","DEYE",800,,2669,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/ODEX-ODEX-INV-DEYE-800W.jpg"
"112369","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/112369.jpg"
"135720","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/135720.jpg"
"145763","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/145763.jpg"
"152147","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/152147.jpg"
"192575","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/192575.jpg"
"192576","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/192576.jpg"
"222132","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/222132.png"
"222133","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/222133.png"
"246761","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/246761.jpg"
"246763","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/246763.jpg"
"246764","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/246764.jpg"
"267277","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/267277.jpg"
"276954","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/276954.jpg"
"286844","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/286844.png"
"289241","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/289241.jpg"
"292421","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/292421.jpg"
"299591","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/299591.jpg"
"315148","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/315148.jpg"
"IMAGEPRODUCT600023","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600023.png"
"IMAGEPRODUCT600066","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600066.png"
"IMAGEPRODUCT600109","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600109.png"
"IMAGEPRODUCT600126","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600126.png"
"IMAGEPRODUCT600142","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600142.png"
"IMAGEPRODUCT600149","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600149.png"
"IMAGEPRODUCT600150","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600150.png"
"IMAGEPRODUCT600243","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600243.png"
"IMAGEPRODUCT600268","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600268.png"
"IMAGEPRODUCT600275","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600275.png"
"IMAGEPRODUCT600303","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600303.png"
"IMAGEPRODUCT600304","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600304.png"
"IMAGEPRODUCT600305","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600305.png"
"IMAGEPRODUCT600307","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600307.png"
"IMAGEPRODUCT600308","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600308.png"
"IMAGEPRODUCT600311","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600311.png"
"IMAGEPRODUCT600314","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600314.png"
"IMAGEPRODUCT600328","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600328.png"
"IMAGEPRODUCT600329","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600329.jpg"
"IMAGEPRODUCT600340","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600340.jpeg"
"IMAGEPRODUCT600342","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600342.jpg"
"IMAGEPRODUCT600344","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600344.png"
"IMAGEPRODUCT600348","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600348.png"
"IMAGEPRODUCT600350","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600350.jpg"
"IMAGEPRODUCT600352","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600352.jpg"
"IMAGEPRODUCT600358","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600358.png"
"IMAGEPRODUCT600361","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600361.png"
"IMAGEPRODUCT600363","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600363.png"
"IMAGEPRODUCT600369","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600369.png"
"IMAGEPRODUCT600381","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600381.png"
"IMAGEPRODUCT600382","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600382.png"
"IMAGEPRODUCT600386","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600386.png"
"IMAGEPRODUCT600387","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600387.png"
"IMAGEPRODUCT600388","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600388.png"
"IMAGEPRODUCT600398","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600398.png"
"IMAGEPRODUCT600400","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600400.png"
"IMAGEPRODUCT600404","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600404.png"
"IMAGEPRODUCT600423","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600423.png"
"IMAGEPRODUCT600452","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600452.png"
"IMAGEPRODUCT600453","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600453.png"
"IMAGEPRODUCT600463","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600463.png"
"IMAGEPRODUCT600483","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/IMAGE_PRODUCT_600483.png"
"NEOSOLARINVERTERS20217","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20217.jpg"
"NEOSOLARINVERTERS20247","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20247.jpg"
"NEOSOLARINVERTERS20249","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20249.jpg"
"NEOSOLARINVERTERS20250","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20250.jpg"
"NEOSOLARINVERTERS20252","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20252.jpg"
"NEOSOLARINVERTERS20253","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20253.jpg"
"NEOSOLARINVERTERS20255","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20255.jpg"
"NEOSOLARINVERTERS20256","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20256.jpg"
"NEOSOLARINVERTERS20258","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20258.jpg"
"NEOSOLARINVERTERS20259","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20259.jpg"
"NEOSOLARINVERTERS20260","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20260.jpg"
"NEOSOLARINVERTERS20261","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20261.jpg"
"NEOSOLARINVERTERS20262","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20262.jpg"
"NEOSOLARINVERTERS20264","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20264.jpg"
"NEOSOLARINVERTERS20265","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20265.jpg"
"NEOSOLARINVERTERS20266","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20266.jpg"
"NEOSOLARINVERTERS20267","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20267.jpg"
"NEOSOLARINVERTERS20268","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20268.jpg"
"NEOSOLARINVERTERS20269","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20269.jpg"
"NEOSOLARINVERTERS20287","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20287.jpg"
"NEOSOLARINVERTERS20525","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20525.jpg"
"NEOSOLARINVERTERS20563","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20563.jpg"
"NEOSOLARINVERTERS20564","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20564.jpg"
"NEOSOLARINVERTERS20565","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20565.jpg"
"NEOSOLARINVERTERS20566","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20566.jpg"
"NEOSOLARINVERTERS20666","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20666.jpg"
"NEOSOLARINVERTERS20778","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20778.jpg"
"NEOSOLARINVERTERS20922","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20922.jpg"
"NEOSOLARINVERTERS20924","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_20924.jpg"
"NEOSOLARINVERTERS21306","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_21306.jpg"
"NEOSOLARINVERTERS21442","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_21442.jpg"
"NEOSOLARINVERTERS21630","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_21630.jpg"
"NEOSOLARINVERTERS21631","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_21631.jpg"
"NEOSOLARINVERTERS21633","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_21633.jpg"
"NEOSOLARINVERTERS21634","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_21634.jpg"
"NEOSOLARINVERTERS21639","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_21639.jpg"
"NEOSOLARINVERTERS21640","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_21640.jpg"
"NEOSOLARINVERTERS21641","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_21641.jpg"
"NEOSOLARINVERTERS21642","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_21642.jpg"
"NEOSOLARINVERTERS21824","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_21824.jpg"
"NEOSOLARINVERTERS22021","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_22021.jpg"
"NEOSOLARINVERTERS22022","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_22022.jpg"
"NEOSOLARINVERTERS22023","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_22023.jpg"
"NEOSOLARINVERTERS22024","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_22024.jpg"
"NEOSOLARINVERTERS22025","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_22025.jpg"
"NEOSOLARINVERTERS22095","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_22095.jpg"
"NEOSOLARINVERTERS22099","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_22099.jpg"
"NEOSOLARINVERTERS22144","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_22144.jpg"
"NEOSOLARINVERTERS22159","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_22159.jpg"
"NEOSOLARINVERTERS22663","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/NEOSOLAR_INVERTERS_22663.jpg"
"NEOSOLARINVERTERS22671","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/NEOSOLAR_INVERTERS_22671.jpg"
"NEOSOLARINVERTERS22675","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/NEOSOLAR_INVERTERS_22675.jpg"
"NEOSOLARINVERTERS22676","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/NEOSOLAR_INVERTERS_22676.jpg"
"NEOSOLARINVERTERS22677","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/NEOSOLAR_INVERTERS_22677.jpg"
"NEOSOLARINVERTERS22679","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/NEOSOLAR_INVERTERS_22679.jpg"
"NEOSOLARINVERTERS22684","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/NEOSOLAR_INVERTERS_22684.jpg"
"NEOSOLARINVERTERS22685","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/NEOSOLAR_INVERTERS_22685.jpg"
"NEOSOLARINVERTERS22689","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/NEOSOLAR_INVERTERS_22689.jpg"
"NEOSOLARINVERTERS22690","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/NEOSOLAR_INVERTERS_22690.jpg"
"NEOSOLARINVERTERS22691","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/NEOSOLAR_INVERTERS_22691.jpg"
"NEOSOLARINVERTERS22692","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/NEOSOLAR_INVERTERS_22692.jpg"
"NEOSOLARINVERTERS22714","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_22714.jpg"
"NEOSOLARINVERTERS22734","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_22734.jpg"
"NEOSOLARINVERTERS22921","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_22921.jpg"
"NEOSOLARINVERTERS23309","inversores","",,,2500,,,"Estimated","estimated",0.4,"https://cdn.yellosolarhub.com/products/inversores/neosolar_inverters_23309.jpg"
